name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type,is_connector,x_from,y_from,x_to,y_to
,298,280,281,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,323027.98955,5817545.252,322966.9973,5817110.538
,299,280,282,Highway,1,0.2245498246094326,1.0,950.0,90.0,1,0,0.149699883072955,950.0,0.15,4,1,1,100,10,0,1,0,323027.98955,5817545.252,323088.9818,5817979.966
,300,283,284,Highway,1,0.0807902398318995,1.0,650.0,50.0,1,0,0.0969482877982794,650.0,0.15,4,1,1,100,10,0,1,0,324738.0612,5816353.063,324749.9008,5816432.981
,301,283,285,Highway,1,0.0729295073962863,1.0,650.0,50.0,1,0,0.0875154088755435,650.0,0.15,4,1,1,100,10,0,1,0,324738.0612,5816353.063,324731.2314,5816280.454
,302,286,287,Highway,1,0.1551654380644332,1.0,650.0,50.0,1,0,0.1861985256773198,650.0,0.15,4,1,1,100,10,0,1,0,325441.0612,5816631.063,325459.9781,5816785.071
,303,286,288,Highway,1,0.2578328623809351,1.0,650.0,50.0,1,0,0.3093994348571222,650.0,0.15,4,1,1,100,10,0,1,0,325441.0612,5816631.063,325412.4905,5816374.818
,304,289,290,Highway,1,0.2341398004736415,1.0,1000.0,50.0,1,0,0.2809677605683698,1000.0,0.15,4,1,1,100,10,0,1,0,325849.0612,5816862.063,326083.029,5816871.036
,305,289,291,Highway,1,0.3830062505194629,1.0,1000.0,50.0,1,0,0.4596075006233555,1000.0,0.15,4,1,1,100,10,0,1,0,325849.0612,5816862.063,325466.1022,5816868.079
,306,292,293,Highway,1,0.2752563567695374,1.0,950.0,90.0,1,0,0.1835042378463582,950.0,0.15,4,1,1,100,10,0,1,0,325815.2541,5816478.339,326081.1355,5816549.565
,307,292,288,Highway,1,0.4158546800577167,2.0,1700.0,90.0,1,0,0.2772364533718112,1700.0,0.15,4,1,1,100,10,0,1,0,325815.2541,5816478.339,325412.4905,5816374.818
,308,294,295,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1,1,100,10,0,1,0,326715.7665,5816715.939,326679.3426,5816859.179500001
,309,294,296,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1,1,100,10,0,1,0,326715.7665,5816715.939,326715.7665,5816715.939
,310,297,298,Highway,1,0.5208560333707669,1.0,1000.0,50.0,1,0,0.6250272400449203,1000.0,0.15,4,1,1,100,10,0,1,0,324161.0669,5817015.857,323645.0993,5817087.05
,311,297,299,Highway,1,0.625489259249097,1.0,1000.0,50.0,1,0,0.7505871110989164,1000.0,0.15,4,1,1,100,10,0,1,0,324161.0669,5817015.857,324782.0668,5816941.051
,312,300,298,Highway,1,0.2861403233038957,2.0,1300.0,50.0,1,0,0.3433683879646749,1300.0,0.15,4,1,1,100,10,0,1,0,323610.0612,5816803.063,323645.0993,5817087.05
,313,300,301,Highway,1,0.2118565782562712,2.0,1300.0,50.0,1,0,0.2542278939075254,1300.0,0.15,4,1,1,100,10,0,1,0,323610.0612,5816803.063,323582.8285,5816592.964
,314,302,303,Highway,1,0.4293975502140172,2.0,1300.0,50.0,1,0,0.5152770602568206,1300.0,0.15,4,1,1,100,10,0,1,0,325512.0612,5817245.063,325557.0715,5817672.095
,315,302,291,Highway,1,0.3797751518163435,1.0,650.0,50.0,1,0,0.4557301821796122,650.0,0.15,4,1,1,100,10,0,1,0,325512.0612,5817245.063,325466.1022,5816868.079
,316,304,303,Highway,1,0.1958216947380153,1.0,650.0,50.0,1,0,0.2349860336856183,650.0,0.15,4,1,1,100,10,0,1,0,325752.0612,5817654.063,325557.0715,5817672.095
,317,304,305,Highway,1,0.4207449560724071,1.0,650.0,50.0,1,0,0.5048939472868886,650.0,0.15,4,1,1,100,10,0,1,0,325752.0612,5817654.063,326169.0656,5817598.084
,318,1932,306,Highway,1,0.3593561536161148,1.0,650.0,50.0,1,0,0.4312273843393378,650.0,0.15,4,1,1,100,10,0,1,0,324886.3583,5818108.678,324863.0738,5817750.077
,319,1933,303,Highway,1,0.476820401908389,2.0,1300.0,50.0,1,0,0.5721844822900668,1300.0,0.15,4,1,1,100,10,0,1,0,325612.0433,5818145.736,325557.0715,5817672.095
,320,1934,305,Highway,1,0.479630587056502,2.0,1500.0,90.0,1,0,0.3197537247043346,1500.0,0.15,4,1,1,100,10,0,1,0,326231.0384,5818073.694,326169.0656,5817598.084
,321,307,308,Highway,1,0.0407258086236259,2.0,1700.0,90.0,1,0,0.0271505390824172,1700.0,0.15,4,1,1,100,10,0,1,0,317454.0612,5817395.063,317416.181,5817380.107
,322,307,309,Highway,1,0.2245498246094326,2.0,1700.0,90.0,1,0,0.149699883072955,1700.0,0.15,4,1,1,100,10,0,1,0,317454.0612,5817395.063,317841.19015000004,5817343.3185
,323,310,42,Highway,1,0.2245498246094326,2.0,1700.0,90.0,1,0,0.149699883072955,1700.0,0.15,4,1,1,100,10,0,1,0,317282.64375,5817384.0940000005,317149.1065,5817388.081
,324,310,308,Highway,1,0.2245498246094326,2.0,1700.0,90.0,1,0,0.149699883072955,1700.0,0.15,4,1,1,100,10,0,1,0,317282.64375,5817384.0940000005,317416.181,5817380.107
,325,311,54,Highway,1,0.3865953957304717,2.0,1300.0,50.0,1,0,0.463914474876566,1300.0,0.15,4,1,1,100,10,0,1,0,317500.0612,5817174.063,317684.0612,5816834.063
,326,311,308,Highway,1,0.2224635203532123,2.0,1300.0,50.0,1,0,0.2669562244238548,1300.0,0.15,4,1,1,100,10,0,1,0,317500.0612,5817174.063,317416.181,5817380.107
,327,312,233,Highway,1,0.1104427046153907,2.0,1700.0,90.0,1,0,0.0736284697435938,1700.0,0.15,4,1,1,100,10,0,1,0,322227.0612,5808851.063,322332.9536,5808882.438
,328,312,313,Highway,1,0.0951267718061015,2.0,1700.0,90.0,1,0,0.0634178478707343,1700.0,0.15,4,1,1,100,10,0,1,0,322227.0612,5808851.063,322136.3507,5808822.415
,329,314,315,Highway,1,0.1119793125625875,2.0,1700.0,90.0,1,0,0.074652875041725,1700.0,0.15,4,1,1,100,10,0,1,0,322329.0612,5808525.063,322438.9002,5808546.852
,330,314,316,Highway,1,0.0992283746201131,2.0,1700.0,90.0,1,0,0.0661522497467421,1700.0,0.15,4,1,1,100,10,0,1,0,322329.0612,5808525.063,322230.7236,5808511.797
,331,317,233,Highway,1,0.1730975273585321,4.0,3400.0,90.0,1,0,0.1153983515723547,3400.0,0.15,4,1,1,100,10,0,1,0,322383.346,5808716.838,322332.9536,5808882.438
,332,317,315,Highway,1,0.1788337477485855,2.0,1700.0,90.0,1,0,0.119222498499057,1700.0,0.15,4,1,1,100,10,0,1,0,322383.346,5808716.838,322438.9002,5808546.852
,333,217,216,Highway,1,0.2245498246094326,2.0,1500.0,90.0,1,0,0.149699883072955,1500.0,0.15,4,1,1,100,10,0,1,0,325867.9497,5808370.123,325467.1359,5808428.4185
,334,217,163,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,325867.9497,5808370.123,325867.9497,5808370.123
,335,318,319,Highway,1,0.2983048236507321,2.0,1500.0,90.0,1,0,0.1988698824338214,1500.0,0.15,4,1,1,100,10,0,1,0,325106.0096,5813213.692,324808.7423,5813238.55
,336,318,320,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,325106.0096,5813213.692,325563.10505,5813146.648
,337,321,322,Highway,1,0.1397357066852262,2.0,1700.0,90.0,1,0,0.0931571377901508,1700.0,0.15,4,1,1,100,10,0,1,0,313515.0612,5811237.063,313501.5195,5811376.141
,338,321,323,Highway,1,0.2230299866970648,2.0,1700.0,90.0,1,0,0.1486866577980432,1700.0,0.15,4,1,1,100,10,0,1,0,313515.0612,5811237.063,313543.4566,5811015.848
,339,324,325,Highway,1,0.1755988068002,2.0,1900.0,90.0,1,0,0.1170658712001333,1900.0,0.15,4,1,1,100,10,0,1,0,323023.0612,5815122.063,323198.2954,5815110.753
,340,326,327,Highway,1,0.097669576098071,3.0,3600.0,60.0,1,0,0.097669576098071,3600.0,0.15,4,1,1,100,10,0,1,0,323077.4139,5815079.651,323166.2021,5815038.957
,341,328,329,Highway,1,0.2701295985263369,3.0,3600.0,60.0,1,0,0.2701295985263369,3600.0,0.15,4,1,1,100,10,0,1,0,323467.0612,5814971.063,323200.0612,5815012.063
,342,330,331,Highway,1,0.2621337656407292,4.0,4800.0,60.0,1,0,0.2621337656407292,4800.0,0.15,4,1,1,100,10,0,1,0,323674.0612,5814934.063,323411.9662,5814938.571
,343,332,328,Highway,1,0.2057036703610317,3.0,3600.0,60.0,1,0,0.2057036703610317,3600.0,0.15,4,1,1,100,10,0,1,0,323672.0612,5814954.063,323467.0612,5814971.063
,344,86,333,Highway,1,0.5063650817838593,5.0,6000.0,60.0,1,0,0.5063650817838593,6000.0,0.15,4,1,1,100,10,0,1,0,323215.2526,5815028.816,323720.8976,5815001.821
,345,333,334,Highway,1,0.1532745487987707,5.0,6000.0,60.0,1,0,0.1532745487987707,6000.0,0.15,4,1,1,100,10,0,1,0,323720.8976,5815001.821,323873.8769,5815011.33
,346,335,334,Highway,1,0.4579088639188697,1.0,1200.0,60.0,1,0,0.4579088639188697,1200.0,0.15,4,1,1,100,10,0,1,0,323418.0612,5815055.063,323873.8769,5815011.33
,347,336,337,Highway,1,0.1609293150399918,5.0,9000.0,100.0,1,0,0.096557589023995,9000.0,0.15,4,1,1,100,10,0,1,0,323984.0612,5814984.063,323825.2107,5814958.28
,348,338,339,Highway,1,0.2261410932047886,5.0,9000.0,100.0,1,0,0.1356846559228732,9000.0,0.15,4,1,1,100,10,0,1,0,324130.8921,5815073.584,324341.0612,5815157.063
,349,340,341,Highway,1,0.2032264746532793,5.0,9000.0,100.0,1,0,0.1219358847919676,9000.0,0.15,4,1,1,100,10,0,1,0,325165.0612,5815506.063,325366.0612,5815536.063
,350,342,343,Highway,1,0.2213820227570432,5.0,9000.0,100.0,1,0,0.1328292136542259,9000.0,0.15,4,1,1,100,10,0,1,0,325172.0612,5815469.063,324961.0612,5815402.063
,351,344,345,Highway,1,0.2059732992404598,4.0,7200.0,100.0,1,0,0.1235839795442758,7200.0,0.15,4,1,1,100,10,0,1,0,326131.0612,5815510.063,326336.0612,5815530.063
,352,346,347,Highway,1,0.1473838525755111,2.0,2400.0,60.0,1,0,0.1473838525755111,2400.0,0.15,4,1,1,100,10,0,1,0,325968.0612,5815525.063,326107.0612,5815574.063
,353,347,348,Highway,1,0.0860232526704262,2.0,2400.0,60.0,1,0,0.0860232526704262,2400.0,0.15,4,1,1,100,10,0,1,0,326107.0612,5815574.063,326177.0612,5815624.063
,354,348,349,Highway,1,0.0528015151297763,2.0,2400.0,60.0,1,0,0.0528015151297763,2400.0,0.15,4,1,1,100,10,0,1,0,326177.0612,5815624.063,326199.0612,5815672.063
,355,350,351,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326263.2009,5815639.0055,326194.5625,5815706.681
,356,350,352,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326263.2009,5815639.0055,326331.8393,5815571.33
,357,353,354,Highway,1,0.2164346870500775,2.0,1200.0,60.0,1,0,0.2164346870500775,1200.0,0.15,4,1,1,100,10,0,1,0,325997.0612,5815453.063,325781.9774,5815477.207
,358,355,354,Highway,1,0.3571078449970799,4.0,7200.0,100.0,1,0,0.2142647069982479,7200.0,0.15,4,1,1,100,10,0,1,0,326139.0612,5815473.063,325781.9774,5815477.207
,359,356,357,Highway,1,0.265452443951831,1.0,850.0,90.0,1,0,0.1769682959678873,850.0,0.15,4,1,1,100,10,0,1,0,326127.0612,5815891.063,326091.0612,5816154.063
,360,356,358,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326127.0612,5815891.063,326160.81185,5815798.872
,361,357,356,Highway,1,0.265452443951831,1.0,850.0,90.0,1,0,0.1769682959678873,850.0,0.15,4,1,1,100,10,0,1,0,326091.0612,5816154.063,326127.0612,5815891.063
,362,357,359,Highway,1,0.2245498246094326,1.0,950.0,90.0,1,0,0.149699883072955,950.0,0.15,4,1,1,100,10,0,1,0,326091.0612,5816154.063,326086.09835,5816351.814
,363,359,357,Highway,1,0.2245498246094326,1.0,950.0,90.0,1,0,0.149699883072955,950.0,0.15,4,1,1,100,10,0,1,0,326086.09835,5816351.814,326091.0612,5816154.063
,364,359,293,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326086.09835,5816351.814,326081.1355,5816549.565
,365,360,361,Highway,1,0.2245498246094326,2.0,1700.0,90.0,1,0,0.149699883072955,1700.0,0.15,4,1,1,100,10,0,1,0,326054.0612,5816641.063,326068.5451,5816756.0495
,366,360,293,Highway,1,0.0954196086998308,2.0,1700.0,90.0,1,0,0.0636130724665539,1700.0,0.15,4,1,1,100,10,0,1,0,326054.0612,5816641.063,326081.1355,5816549.565
,367,358,356,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326160.81185,5815798.872,326127.0612,5815891.063
,368,358,351,Highway,1,0.2245498246094326,2.0,1900.0,90.0,1,0,0.149699883072955,1900.0,0.15,4,1,1,100,10,0,1,0,326160.81185,5815798.872,326194.5625,5815706.681
,369,362,363,Highway,1,0.0945145491445629,1.0,1200.0,60.0,1,0,0.0945145491445629,1200.0,0.15,4,1,1,100,10,0,1,0,326619.0612,5815508.063,326537.0612,5815461.063
,370,364,365,Highway,1,0.3976691575556669,2.0,1700.0,90.0,1,0,0.2651127717037779,1700.0,0.15,4,1,1,100,10,0,1,0,313420.0612,5814077.063,313025.0565,5814123.02
,371,364,366,Highway,1,0.0709811070525305,2.0,1900.0,90.0,1,0,0.0473207380350204,1900.0,0.15,4,1,1,100,10,0,1,0,313420.0612,5814077.063,313471.8941,5814028.569
,372,367,368,Highway,1,0.1216250656157289,2.0,1400.0,50.0,1,0,0.1459500787388747,1400.0,0.15,4,1,1,100,10,0,1,0,315138.0612,5813869.063,315020.1862,5813839.094
,373,367,369,Highway,1,0.121820249660026,2.0,1400.0,50.0,1,0,0.1461842995920312,1400.0,0.15,4,1,1,100,10,0,1,0,315138.0612,5813869.063,315250.443,5813822.047
,374,370,371,Highway,1,0.1488053020677921,2.0,1300.0,50.0,1,0,0.1785663624813506,1300.0,0.15,4,1,1,100,10,0,1,0,314074.0612,5814009.063,313926.3305,5814026.914
,375,370,372,Highway,1,0.085492689745966,2.0,1300.0,50.0,1,0,0.1025912276951592,1300.0,0.15,4,1,1,100,10,0,1,0,314074.0612,5814009.063,314152.0612,5813974.063
,376,373,374,Highway,1,0.0708366046113619,2.0,1400.0,50.0,1,0,0.0850039255336342,1400.0,0.15,4,1,1,100,10,0,1,0,313811.0612,5813999.063,313872.5479,5814034.237
,377,373,366,Highway,1,0.3404481249154224,2.0,1400.0,50.0,1,0,0.4085377498985069,1400.0,0.15,4,1,1,100,10,0,1,0,313811.0612,5813999.063,313471.8941,5814028.569
,378,374,373,Highway,1,0.0708366046113619,2.0,1400.0,50.0,1,0,0.0850039255336342,1400.0,0.15,4,1,1,100,10,0,1,0,313872.5479,5814034.237,313811.0612,5813999.063
,379,374,371,Highway,1,0.0542788576865378,2.0,1400.0,50.0,1,0,0.0651346292238454,1400.0,0.15,4,1,1,100,10,0,1,0,313872.5479,5814034.237,313926.3305,5814026.914
,380,374,375,Highway,1,0.0327653155784831,2.0,1400.0,50.0,1,0,0.0393183786941797,1400.0,0.15,4,1,1,100,10,0,1,0,313872.5479,5814034.237,313905.1315,5814030.791
,381,377,378,Highway,1,0.1461848145328371,4.0,7200.0,100.0,1,0,0.0877108887197023,7200.0,0.15,4,1,1,100,10,0,1,0,323647.0612,5810730.063,323510.0612,5810781.063
,382,379,380,Highway,1,0.065924198895398,1.0,1800.0,100.0,1,0,0.0395545193372388,1800.0,0.15,4,1,1,100,10,0,1,0,323647.0612,5810742.063,323712.0612,5810731.063
,383,378,381,Highway,1,0.2044015655517344,4.0,7200.0,100.0,1,0,0.1226409393310406,7200.0,0.15,4,1,1,100,10,0,1,0,323510.0612,5810781.063,323314.0612,5810839.063
,384,382,383,Highway,1,0.1347924330220357,4.0,7200.0,100.0,1,0,0.0808754598132214,7200.0,0.15,4,1,1,100,10,0,1,0,322958.0612,5811196.063,322883.0612,5811308.063
,385,383,384,Highway,1,0.1198213740301369,4.0,7200.0,100.0,1,0,0.0718928244180821,7200.0,0.15,4,1,1,100,10,0,1,0,322883.0612,5811308.063,322806.2296,5811400.009
,386,385,386,Highway,1,0.0709365914038727,1.0,1200.0,60.0,1,0,0.0709365914038727,1200.0,0.15,4,1,1,100,10,0,1,0,322949.0612,5811224.063,322995.0612,5811170.063
,387,387,388,Highway,1,0.1103446312380082,1.0,1200.0,60.0,1,0,0.1103446312380082,1200.0,0.15,4,1,1,100,10,0,1,0,323109.0612,5811030.063,323185.126,5810950.125
,388,389,390,Highway,1,0.3249694956180363,2.0,1700.0,90.0,1,0,0.2166463304120242,1700.0,0.15,4,1,1,100,10,0,1,0,322932.0612,5811002.063,322887.8424,5810680.116
,389,389,391,Highway,1,0.0688311275349316,2.0,1700.0,90.0,1,0,0.0458874183566211,1700.0,0.15,4,1,1,100,10,0,1,0,322932.0612,5811002.063,322921.1575,5811070.025
,390,392,391,Highway,1,0.3116800335565933,2.0,1400.0,50.0,1,0,0.374016040267912,1400.0,0.15,4,1,1,100,10,0,1,0,323120.0612,5810830.063,322921.1575,5811070.025
,391,392,393,Highway,1,0.1230040649734796,2.0,1400.0,50.0,1,0,0.1476048779681755,1400.0,0.15,4,1,1,100,10,0,1,0,323120.0612,5810830.063,323219.0612,5810757.063
,392,394,395,Highway,1,0.2245498246094326,2.0,1400.0,50.0,1,0,0.2694597895313191,1400.0,0.15,4,1,1,100,10,0,1,0,324153.0612,5810695.063,324226.0612,5810660.063
,393,394,396,Highway,1,0.2245498246094326,2.0,1400.0,50.0,1,0,0.2694597895313191,1400.0,0.15,4,1,1,100,10,0,1,0,324153.0612,5810695.063,324080.0612,5810730.063
,394,395,394,Highway,1,0.2245498246094326,2.0,1400.0,50.0,1,0,0.2694597895313191,1400.0,0.15,4,1,1,100,10,0,1,0,324226.0612,5810660.063,324153.0612,5810695.063
,395,395,397,Highway,1,0.0619112267686564,2.0,1400.0,50.0,1,0,0.0742934721223877,1400.0,0.15,4,1,1,100,10,0,1,0,324226.0612,5810660.063,324279.0612,5810628.063
,396,397,395,Highway,1,0.0619112267686564,2.0,1400.0,50.0,1,0,0.0742934721223877,1400.0,0.15,4,1,1,100,10,0,1,0,324279.0612,5810628.063,324226.0612,5810660.063
,397,397,398,Highway,1,0.0640312423743284,2.0,1400.0,50.0,1,0,0.0768374908491942,1400.0,0.15,4,1,1,100,10,0,1,0,324279.0612,5810628.063,324343.0612,5810630.063
,398,399,400,Highway,1,0.0939840411984928,2.0,1400.0,50.0,1,0,0.1127808494381914,1400.0,0.15,4,1,1,100,10,0,1,0,323842.0612,5810649.063,323754.0612,5810616.063
,399,399,401,Highway,1,0.1329812016790343,2.0,1400.0,50.0,1,0,0.1595774420148412,1400.0,0.15,4,1,1,100,10,0,1,0,323842.0612,5810649.063,323972.0612,5810677.063
,400,400,399,Highway,1,0.0939840411984928,2.0,1400.0,50.0,1,0,0.1127808494381914,1400.0,0.15,4,1,1,100,10,0,1,0,323754.0612,5810616.063,323842.0612,5810649.063
,401,400,402,Highway,1,0.0562093213789973,2.0,1400.0,50.0,1,0,0.0674511856547967,1400.0,0.15,4,1,1,100,10,0,1,0,323754.0612,5810616.063,323697.9545,5810619.458
,402,401,399,Highway,1,0.1329812016790343,2.0,1400.0,50.0,1,0,0.1595774420148412,1400.0,0.15,4,1,1,100,10,0,1,0,323972.0612,5810677.063,323842.0612,5810649.063
,403,401,396,Highway,1,0.1203037821516846,2.0,1400.0,50.0,1,0,0.1443645385820215,1400.0,0.15,4,1,1,100,10,0,1,0,323972.0612,5810677.063,324080.0612,5810730.063
,404,403,404,Highway,1,0.086086401788391,2.0,1500.0,90.0,1,0,0.0573909345255939,1500.0,0.15,4,1,1,100,10,0,1,0,324641.0612,5810926.063,324557.7745,5810947.839
,405,403,405,Highway,1,0.0622012861603359,2.0,1500.0,90.0,1,0,0.0414675241068906,1500.0,0.15,4,1,1,100,10,0,1,0,324641.0612,5810926.063,324691.0612,5810889.063
,406,406,407,Highway,1,0.088102213366067,2.0,1500.0,90.0,1,0,0.0587348089107113,1500.0,0.15,4,1,1,100,10,0,1,0,324727.0612,5810842.063,324766.0612,5810763.063
,407,406,405,Highway,1,0.0592030404624627,2.0,1500.0,90.0,1,0,0.0394686936416418,1500.0,0.15,4,1,1,100,10,0,1,0,324727.0612,5810842.063,324691.0612,5810889.063
,408,407,406,Highway,1,0.088102213366067,2.0,1500.0,90.0,1,0,0.0587348089107113,1500.0,0.15,4,1,1,100,10,0,1,0,324766.0612,5810763.063,324727.0612,5810842.063
,409,407,408,Highway,1,0.0643506021727846,1.0,750.0,90.0,1,0,0.0429004014485231,750.0,0.15,4,1,1,100,10,0,1,0,324766.0612,5810763.063,324820.0612,5810728.063
,410,408,407,Highway,1,0.0643506021727846,1.0,750.0,90.0,1,0,0.0429004014485231,750.0,0.15,4,1,1,100,10,0,1,0,324820.0612,5810728.063,324766.0612,5810763.063
,411,408,409,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,324820.0612,5810728.063,324820.0612,5810728.063
,412,409,408,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,324820.0612,5810728.063,324820.0612,5810728.063
,413,409,410,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,324820.0612,5810728.063,324891.0612,5810796.063
,414,410,409,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1,1,100,10,0,1,0,324891.0612,5810796.063,324820.0612,5810728.063
,415,410,411,Highway,1,0.2245498246094326,2.0,1500.0,90.0,1,0,0.149699883072955,1500.0,0.15,4,1,1,100,10,0,1,0,324891.0612,5810796.063,324962.0612,5810864.063
,416,411,410,Highway,1,0.2245498246094326,2.0,1500.0,90.0,1,0,0.149699883072955,1500.0,0.15,4,1,1,100,10,0,1,0,324962.0612,5810864.063,324891.0612,5810796.063
,417,411,412,Highway,1,0.0749666592559652,1.0,750.0,90.0,1,0,0.0499777728373101,750.0,0.15,4,1,1,100,10,0,1,0,324962.0612,5810864.063,324974.0612,5810938.063
,418,412,411,Highway,1,0.0749666592559652,1.0,750.0,90.0,1,0,0.0499777728373101,750.0,0.15,4,1,1,100,10,0,1,0,324974.0612,5810938.063,324962.0612,5810864.063
,419,412,413,Highway,1,0.0408044115262063,1.0,750.0,90.0,1,0,0.0272029410174708,750.0,0.15,4,1,1,100,10,0,1,0,324974.0612,5810938.063,324998.0612,5810971.063
,420,414,413,Highway,1,0.0715611626512593,2.0,1500.0,90.0,1,0,0.0477074417675062,1500.0,0.15,4,1,1,100,10,0,1,0,325058.0612,5811010.063,324998.0612,5810971.063
,421,414,415,Highway,1,0.0339410523851146,2.0,1500.0,90.0,1,0,0.022627368256743,1500.0,0.15,4,1,1,100,10,0,1,0,325058.0612,5811010.063,325089.8902,5811021.849
,422,413,412,Highway,1,0.0408044115262063,1.0,750.0,90.0,1,0,0.0272029410174708,750.0,0.15,4,1,1,100,10,0,1,0,324998.0612,5810971.063,324974.0612,5810938.063
,423,413,414,Highway,1,0.0715611626512593,2.0,1500.0,90.0,1,0,0.0477074417675062,1500.0,0.15,4,1,1,100,10,0,1,0,324998.0612,5810971.063,325058.0612,5811010.063
,424,122,121,Highway,1,0.0638489441567345,1.0,1000.0,50.0,1,0,0.0766187329880815,1000.0,0.15,4,1,1,100,10,0,1,0,325716.0612,5810488.063,325704.5026,5810550.857
,425,122,124,Highway,1,0.64711616674166,1.0,1000.0,50.0,1,0,0.776539400089992,1000.0,0.15,4,1,1,100,10,0,1,0,325716.0612,5810488.063,325647.2197,5809844.619
,426,416,417,Highway,1,0.039,1.0,1000.0,50.0,1,0,0.0468,1000.0,0.15,4,1,1,100,10,0,1,0,325145.0612,5811034.063,325184.0612,5811034.063
,427,416,415,Highway,1,0.0565068229242219,1.0,1000.0,50.0,1,0,0.0678081875090663,1000.0,0.15,4,1,1,100,10,0,1,0,325145.0612,5811034.063,325089.8902,5811021.849
,428,417,416,Highway,1,0.039,1.0,1000.0,50.0,1,0,0.0468,1000.0,0.15,4,1,1,100,10,0,1,0,325184.0612,5811034.063,325145.0612,5811034.063
,429,417,418,Highway,1,0.045453272709454,1.0,1000.0,50.0,1,0,0.0545439272513448,1000.0,0.15,4,1,1,100,10,0,1,0,325184.0612,5811034.063,325219.0612,5811005.063
,430,118,117,Highway,1,0.0548786887120659,1.0,1000.0,50.0,1,0,0.0658544264544791,1000.0,0.15,4,1,1,100,10,0,1,0,325298.0612,5810894.063,325342.1136,5810861.336
,431,118,418,Highway,1,0.1362424309824219,1.0,1000.0,50.0,1,0,0.1634909171789063,1000.0,0.15,4,1,1,100,10,0,1,0,325298.0612,5810894.063,325219.0612,5811005.063
,432,418,417,Highway,1,0.045453272709454,1.0,1000.0,50.0,1,0,0.0545439272513448,1000.0,0.15,4,1,1,100,10,0,1,0,325219.0612,5811005.063,325184.0612,5811034.063
,433,418,118,Highway,1,0.1362424309824219,1.0,1000.0,50.0,1,0,0.1634909171789063,1000.0,0.15,4,1,1,100,10,0,1,0,325219.0612,5811005.063,325298.0612,5810894.063
,434,419,119,Highway,1,0.0554707129934346,1.0,1000.0,50.0,1,0,0.0665648555921215,1000.0,0.15,4,1,1,100,10,0,1,0,325456.0612,5810813.063,325410.0612,5810844.063
,435,419,420,Highway,1,0.0478016736108684,1.0,1000.0,50.0,1,0,0.0573620083330421,1000.0,0.15,4,1,1,100,10,0,1,0,325456.0612,5810813.063,325494.0612,5810784.063
,436,119,117,Highway,1,0.0701087218166431,1.0,1000.0,50.0,1,0,0.0841304661799717,1000.0,0.15,4,1,1,100,10,0,1,0,325410.0612,5810844.063,325342.1136,5810861.336
,437,119,419,Highway,1,0.0554707129934346,1.0,1000.0,50.0,1,0,0.0665648555921215,1000.0,0.15,4,1,1,100,10,0,1,0,325410.0612,5810844.063,325456.0612,5810813.063
,438,421,422,Highway,1,0.0621771662268392,1.0,1000.0,50.0,1,0,0.0746125994722071,1000.0,0.15,4,1,1,100,10,0,1,0,325607.0612,5810670.063,325552.0612,5810699.063
,439,421,123,Highway,1,0.0813941029804985,1.0,1000.0,50.0,1,0,0.0976729235765982,1000.0,0.15,4,1,1,100,10,0,1,0,325607.0612,5810670.063,325667.0612,5810615.063
,440,422,421,Highway,1,0.0621771662268392,1.0,1000.0,50.0,1,0,0.0746125994722071,1000.0,0.15,4,1,1,100,10,0,1,0,325552.0612,5810699.063,325607.0612,5810670.063
